Date,Issuer,Symbol,Lead/Joint-Lead  Managers,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng,$ Chg Opening,$ Chg Close,Star Ratings,Performed
11/2/2017,Allena Pharmaceuticals ,ALNA,Credit Suisse/ Jefferies/ Cowen,$14.00 ,$12.00 ,$9.98 ,-28.71%,($2.00),($4.02),1,
11/2/2017,Evoqua Water Technologies ,AQUA,Credit Suisse/ J.P. Morgan/ RBC Capital Markets,$18.00 ,$19.10 ,$20.88 ,16.00%,$1.10 ,$2.88 ,2,
11/2/2017,Funko ,FNKO,Goldman Sachs/ J.P. Morgan/ BofA Merrill Lynch,$12.00 ,$8.00 ,$7.07 ,-41.08%,($4.00),($4.93),2,Missed
11/2/2017,Spero Therapeutics ,SPRO,BofA Merrill Lynch/ Cowen/ Stifel,$14.00 ,$13.25 ,$11.50 ,-17.86%,($0.75),($2.50),2,Missed
11/3/2017,ACM Research ,ACMR,Roth Capital Partners,$5.60 ,$8.17 ,$6.05 ,8.04%,$2.57 ,$0.45 ,1,
11/3/2017,Aquantia ,AQ,Morgan Stanley/ Barclays/ Deutsche Bank Securities,$9.00 ,$9.31 ,$9.51 ,5.67%,$0.31 ,$0.51 ,1,
11/3/2017,Sentinel Energy Services ,STNLU,Citigroup/ Goldman Sachs/ Credit Suisse,$10.00 ,$10.14 ,$10.05 ,0.50%,$0.14 ,$0.05 ,1,
11/8/2017,CBTX ,CBTX,"Stephens/Keefe, Bruyette",$26.00 ,$28.00 ,$28.71 ,10.42%,$2.00 ,$2.71 ,2,
11/8/2017,Fireman B.V. ,IFRX,J.P. Morgan/ Leerink Partners/ BMO Capital Markets,$15.00 ,$15.19 ,$14.99 ,-0.07%,$0.19 ,($0.01),1,
11/8/2017,Four Seasons Education ,FEDU,Morgan Stanley/ Citigroup/ China Renaissance,$10.00 ,$10.20 ,$9.50 ,-5.00%,$0.20 ,($0.50),1,
11/8/2017,Metropolitan Bank Holding ,MCB,"J.P Morgan/ Keefe, Bruyette & Woods (A Stifel Company)",$35.00 ,$38.44 ,$37.21 ,6.31%,$3.44 ,$2.21 ,2,
11/9/2017,Apellis Pharmaceuticals ,APLS,Citigroup/ J.P. Morgan/ Evercore ISI,$14.00 ,$14.50 ,$14.03 ,0.21%,$0.50 ,$0.03 ,1,
11/9/2017,Sogou ,SOGO,J.P. Morgan/ Credit Suisse/ Goldman Sachs/ CICC,$13.00 ,$13.00 ,$13.50 ,3.85%,$0.00 ,$0.50 ,3,Missed
11/10/2017,Bandwidth ,BAND,Morgan Stanley/ KeyBanc Capital Markets/ Baird,$20.00 ,$21.06 ,$21.19 ,5.95%,$1.06 ,$1.19 ,2,
11/10/2017,PPDAI Group ,PPDF,Credit Suisse/ Citigroup,$13.00 ,$13.30 ,$13.08 ,0.62%,$0.30 ,$0.08 ,1,
11/15/2017,SendGrid ,SEND,Morgan Stanley/ J.P. Morgan,$16.00 ,$18.55 ,$18.00 ,12.50%,$2.55 ,$2.00 ,3,
11/16/2017,Arsanis ,ASNS,Citigroup/ Cowen/ Piper Jaffray,$10.00 ,$13.00 ,$14.03 ,40.30%,$3.00 ,$4.03 ,1,
11/16/2017,Jianpu Technology ,JT,Goldman Sachs (Asia)/ Morgan Stanley/ J.P. Morgan,$8.00 ,$8.25 ,$8.40 ,5.00%,$0.25 ,$0.40 ,1,
11/17/2017,Bluegreen Vacations ,BXG,Stifel/ Credit Suisse,$14.00 ,$12.55 ,$13.00 ,-7.14%,($1.45),($1.00),1,
11/17/2017,Legacy Acquisition ,LGCU,Wells Fargo Securities/ Cantor Fitzgerald/ Stifel,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1,
11/17/2017,SailPoint Technologies Holdings ,SAIL,Morgan Stanley/ Citigroup/ Jefferies/ RBC Capital Markets,$12.00 ,$14.90 ,$13.00 ,8.33%,$2.90 ,$1.00 ,3,
11/17/2017,scPharmaceuticals ,SCPH,Jefferies/ Leerink Partners/ BMO Capital Markets,$14.00 ,$14.25 ,$14.10 ,0.71%,$0.25 ,$0.10 ,1,
11/17/2017,Stitch Fix ,SFIX,Goldman Sachs/ J.P. Morgan Securities,$15.00 ,$16.90 ,$15.15 ,1.00%,$1.90 ,$0.15 ,1,
11/17/2017,Sterling Bancorp ,SBT,Sandler O'Neill & Partners,$12.00 ,$12.35 ,$12.16 ,1.33%,$0.35 ,$0.16 ,2,
11/20/2017,Big Rock Partners Acquisition ,BRPAU,EarlyBirdCapital,$10.00 ,$10.01 ,$10.01 ,0.10%,$0.01 ,$0.01 ,1,
2/3/2016,"BeiGene, Ltd. ",BGNE,Goldman Sachs/ Morgan Stanley/ Cowen and Company,$24.00 ,$28.97 ,$28.32 ,18.00%,$4.97 ,$4.32 ,3,
2/3/2016,Editas Medicine ,EDIT,Morgan Stanley/ J.P. Morgan,$16.00 ,$18.00 ,$18.20 ,13.75%,$2.00 ,$2.20 ,2,
2/11/2016,AveXis ,AVXS,Goldman Sachs/ Jefferies,$20.00 ,$18.02 ,$18.05 ,-9.75%,($1.98),($1.95),2,Missed
2/11/2016,Proteostasis Therapeutics ,PTI,Leerink Partners/ RBC Capital Markets,$8.00 ,$8.00 ,$6.64 ,-17.00%,$0.00 ,($1.36),1,
2/24/2016,Silver Run Acquisition ,SRAQU,Deutsche Bank Securities/ Citigroup/ Goldman Sachs,$10.00 ,$10.01 ,$10.21 ,2.10%,$0.01 ,$0.21 ,1,
3/3/2016,Jensyn Acquisition ,JSYNU,Chardan Capital Markets,$10.00 ,$9.95 ,$9.95 ,-0.50%,($0.05),($0.05),1,
3/3/2016,Syndax Pharmaceuticals ,SNDX,Morgan Stanley/ Citigroup,$12.00 ,$12.11 ,$12.01 ,0.08%,$0.11 ,$0.01 ,1,
3/11/2016,KLR Energy Acquisition ,KLREU,EarlyBirdCapital,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1,
3/22/2016,Corvus Pharmaceuticals ,CRVS,Credit Suisse/ Cowen and Company,$15.00 ,$15.00 ,$14.25 ,-5.00%,$0.00 ,($0.75),1,
4/7/2016,Aeglea BioTherapeutics ,AGLE,UBS Investment Bank/ BMO Capital Markets/ Wells Fargo Securities,$10.00 ,$10.40 ,$9.77 ,-2.30%,$0.40 ,($0.23),1,
4/15/2016,Bats Global Markets ,BATS,Morgan Stanley/ Citigroup,$19.00 ,$22.88 ,$23.00 ,21.05%,$3.88 ,$4.00 ,3,
4/20/2016,MGM Growth Properties LLC ,MGP,BofA Merrill Lynch/ J.P. Morgan/ Morgan Stanley/ Evercore ISI/ Barclays/ Citigroup/ Deutsche Bank Securities,$21.00 ,$22.75 ,$22.01 ,4.81%,$1.75 ,$1.01 ,2,
4/21/2016,American Renal Associates Holdings ,ARA,BofA Merrill Lynch/ Barclays/ Goldman Sachs/ Wells Fargo Securities/ SunTrust Robinson Humphrey/Leerink Partners,$22.00 ,$26.50 ,$26.50 ,20.45%,$4.50 ,$4.50 ,2,
4/22/2016,SecureWorks ,SCWX,BofA Merrill Lynch/ Morgan Stanley/ Goldman Sachs/ J.P. Morgan,$14.00 ,$13.91 ,$14.00 ,0.00%,($0.09),$0.00 ,1,
4/27/2016,Red Rock Resorts ,RRR,Deutsche Bank Securities/ J.P. Morgan/ BofA Merrill Lynch/ Goldman Sachs,$19.50 ,$18.50 ,$18.70 ,-4.10%,($1.00),($0.80),1,
4/27/2016,Yintech Investment Holdings Limited ,YIN,Jefferies,$13.50 ,$13.80 ,$13.50 ,0.00%,$0.30 ,$0.00 ,1,
5/6/2016,Intellia Therapeutics ,NTLA,Credit Suisse/ Jefferies/ Leerink Partners,$18.00 ,$22.00 ,$22.10 ,22.78%,$4.00 ,$4.10 ,3,
5/6/2016,Spring Bank Pharmaceuticals ,SBPH,Dawson James Securities,$12.00 ,$11.28 ,$11.10 ,-7.50%,($0.72),($0.90),1,
5/12/2016,SiteOne Landscape Supply ,SITE,Deutsche Bank Securities/ Goldman Sachs/ UBS Investment Bank,$21.00 ,$25.90 ,$26.67 ,27.00%,$4.90 ,$5.67 ,1,Missed
5/13/2016,Acacia Communications,ACIA,Goldman Sachs/ BofA Merrill Lynch/ Deutsche Bank Securities,$23.00 ,$29.00 ,$30.95 ,34.57%,$6.00 ,$7.95 ,3,
5/13/2016,Oncobiologics ,ONSIU,Jefferies/ Barclays,$6.00 ,$5.12 ,$4.80 ,-20.00%,($0.88),($1.20),1,
5/18/2016,PhaseRx ,PZRX,Laidlaw & Company (UK) Ltd.,$4.00 ,$4.13 ,$4.17 ,4.25%,$0.13 ,$0.17 ,1,
5/19/2016,Grupo Supervielle S.A. ,SUPV,Morgan Stanley/ BofA Merrill Lynch,$11.00 ,$11.50 ,$11.50 ,4.55%,$0.50 ,$0.50 ,1,
5/19/2016,Merus B.V. ,MRUS,Citigroup/ Jefferies,$10.00 ,$9.75 ,$10.04 ,0.40%,($0.25),$0.04 ,1,
5/20/2016,CF Corporation ,CFCOU,Citigroup/ BofA Merrill Lynch/ Credit Suisse?,$10.00 ,$10.04 ,$9.99 ,-0.10%,$0.04 ,($0.01),1,
5/24/2016,Midland States Bancorp ,MSBI,"Sandler O'Neill + Partners/ Keefe, Bruyette & Woods (A Stifel Company)",$22.00 ,$22.06 ,$21.90 ,-0.45%,$0.06 ,($0.10),1,
5/26/2016,Cotiviti Holdings ,COTV,Goldman Sachs/ J.P. Morgan,$19.00 ,$19.50 ,$17.11 ,-9.95%,$0.50 ,($1.89),3,Missed
5/26/2016,GMS,GMS,Barclays/ Credit Suisse,$21.00 ,$22.50 ,$21.91 ,4.33%,$1.50 ,$0.91 ,1,
5/26/2016,Landcadia Holdings ,LCAHU,Jefferies/ Deutsche Bank Securities,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,2,
5/26/2016,Reata Pharmaceuticals ,RETA,Citigroup/ Cowen and Company/ Piper Jaffray,$11.00 ,$11.06 ,$13.70 ,24.55%,$0.06 ,$2.70 ,1,
5/26/2016,US Foods Holding ,USFD,Goldman Sachs/ Morgan Stanley/ J.P. Morgan,$23.00 ,$24.25 ,$24.91 ,8.30%,$1.25 ,$1.91 ,2,
6/2/2016,Clearside Biomedical ,CLSD,Cowen and Company/ Stifel,$7.00 ,$8.00 ,$7.25 ,3.57%,$1.00 ,$0.25 ,1,
6/2/2016,Nant Health ,NH,Jefferies/ Cowen and Company,$14.00 ,$16.11 ,$18.59 ,32.79%,$2.11 ,$4.59 ,1,Missed
6/3/2016,Sensus Healthcare ,SRTSU,Northland Capital Markets/ Neidiger Tucker Bruner,$23.00 ,$23.25 ,$24.91 ,8.30%,$0.25 ,$1.91 ,1,
6/10/2016,Atkore International Group ,ATKR,Credit Suisse/ Deutsche Bank Securities/ J.P. Morgan/ UBS Investment Bank,$16.00 ,$15.75 ,$16.00 ,0.00%,($0.25),$0.00 ,1,
6/10/2016,China Online Education Group ,COE,Morgan Stanley/ Credit Suisse,$19.00 ,$19.50 ,$18.98 ,-0.11%,$0.50 ,($0.02),1,
6/22/2016,Selecta Biosciences ,SELB,UBS Investment Bank/ Stifel,$14.00 ,$15.00 ,$14.00 ,0.00%,$1.00 ,$0.00 ,1,
6/23/2016,Twilio,TWLO,Goldman Sachs/ J.P. Morgan,$15.00 ,$23.99 ,$28.79 ,91.93%,$8.99 ,$13.79 ,3,
7/7/2016,M III Acquisition ,MIIIU,Cantor Fitzgerald & Co.,$10.00 ,$10.00 ,$9.63 ,-3.70%,$0.00 ,($0.37),1,
7/8/2016,Monster Digital ,MSDI,Axiom Capital Management/ WestPark Capital,$4.50 ,$4.00 ,$3.68 ,-18.22%,($0.50),($0.82),1,
7/14/2016,LINE Corporation ,LN,Morgan Stanley/ Nomura/ Goldman Sachs Japan/ J.P. Morgan,$32.84 ,$42.00 ,$41.58 ,26.61%,$9.16 ,$8.74 ,3,
7/15/2016,AdvancePierre Foods Holdings ,APFH,Barclays/ Credit Suisse/ Morgan Stanley,$21.00 ,$23.50 ,$24.00 ,14.29%,$2.50 ,$3.00 ,2,
7/15/2016,Conyers Park Acquisition ,CPAAU,Deutsche Bank Securities/ Goldman Sachs,$10.00 ,$10.05 ,$10.21 ,2.10%,$0.05 ,$0.21 ,1,
7/20/2016,Audentes Therapeutics ,BOLD,BofA Merrill Lynch/ Cowen and Company/ Piper Jaffray,$15.00 ,$19.00 ,$15.13 ,0.87%,$4.00 ,$0.13 ,3,
7/21/2016,IMPINJ ,PI,RBC Capital Markets/ Pacific Crest Securities (a division of KeyBanc Capital Markets)/ Piper Jaffray,$14.00 ,$18.00 ,$17.97 ,28.36%,$4.00 ,$3.97 ,3,
7/21/2016,Patheon N.V. ,PTHN,J.P. Morgan/ Morgan Stanley/ Jefferies/ UBS Investment Bank,$21.00 ,$25.00 ,$24.99 ,19.00%,$4.00 ,$3.99 ,3,
7/22/2016,TPI Composites ,TPIC,J.P. Morgan/ Morgan Stanley,$11.00 ,$13.56 ,$13.56 ,23.27%,$2.56 ,$2.56 ,1,
7/27/2016,Kadmon Holdings ,KDMN,Citigroup/ Jefferies,$12.00 ,$11.55 ,$9.70 ,-19.17%,($0.45),($2.30),1,
7/28/2016,Kinsale Capital Group ,KNSL,J.P. Morgan/ William Blair/ RBC Capital Markets,$16.00 ,$18.00 ,$18.35 ,14.69%,$2.00 ,$2.35 ,2,
7/28/2016,Tactile Systems Technology ,TCMD,Piper Jaffray/ William Blair/ Canaccord Genuity,$10.00 ,$10.35 ,$11.00 ,10.00%,$0.35 ,$1.00 ,1,
7/29/2016,Talend SA ,TLND,Goldman Sachs/ J.P. Morgan/ Barclays/ Citigroup,$18.00 ,$27.66 ,$25.50 ,41.67%,$9.66 ,$7.50 ,4,
8/4/2016,At Home Group ,HOME,BofA Merrill Lynch/ Goldman Sachs/ Jefferies/ Morgan Stanley,$15.00 ,$16.25 ,$16.31 ,8.73%,$1.25 ,$1.31 ,1,
8/4/2016,First Hawaiian ,FHB,Goldman Sachs/ BofA Merrill Lynch/ BNP PARIBAS/ Barclays/ Credit Suisse/ Deutsche Bank Securities/ J.P. Morgan/ Citigroup/ Morgan Stanley/ UBS Investment Bank,$23.00 ,$24.20 ,$24.25 ,5.43%,$1.20 ,$1.25 ,3,
8/5/2016,Atomera ,ATMR,National Securities Corporation,$7.50 ,$8.13 ,$8.08 ,7.73%,$0.63 ,$0.58 ,1,
8/5/2016,Gemphire Therapeutics ,GEMP,Jefferies/ Cowen and Company,$10.00 ,$9.25 ,$9.20 ,-8.00%,($0.75),($0.80),1,
8/11/2016,Medpace Holdings ,MEDP,Jefferies/ Credit Suisse/ UBS Investment Bank/ Wells Fargo Securities,$23.00 ,$28.15 ,$27.79 ,20.83%,$5.15 ,$4.79 ,3,
8/11/2016,Protagonist Therapeutics ,PTGX,Leerink Partners/ Barclays/ BMO Capital Markets,$12.00 ,$12.00 ,$11.70 ,-2.50%,$0.00 ,($0.30),1,
8/12/2016,Airgain ,AIRG,Northland Capital Markets,$8.00 ,$8.00 ,$8.00 ,0.00%,$0.00 ,$0.00 ,1,
8/19/2016,Stellar Acquisition III ,STRU,Maxim Group LLC,$10.00 ,$10.00 ,$9.97 ,-0.30%,$0.00 ,($0.03),1,
9/14/2016,M I Acquisitions ,MACQU,Chardan Capital Markets,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1,
9/15/2016,Noble Midstream Partners LP,NBLX,Barclays/ Baird/ J.P. Morgan/ BofA Merrill Lynch/ Citigroup/ Deutsche Bank Securities/ DNB Markets/ Mizuho Securities/ MUFG/ Wells Fargo Securities,$22.50 ,$26.50 ,$26.20 ,16.44%,$4.00 ,$3.70 ,2,
9/16/2016,Everbridge,EVBG,Credit Suisse/ BofA Merrill Lynch,$12.00 ,$12.30 ,$15.25 ,27.08%,$0.30 ,$3.25 ,1,
9/16/2016,FB Financial ,FBK,"J.P. Morgan/ UBS/ Keefe, Bruyette & Woods (A Stifel Company)",$19.00 ,$21.15 ,$20.75 ,9.21%,$2.15 ,$1.75 ,2,
9/16/2016,Saban Capital Acquisition (SCACU) (u),SCACU,Deutsche Bank Securities/ Goldman Sachs,$10.00 ,$10.06 ,$10.05 ,0.50%,$0.06 ,$0.05 ,1,
9/21/2016,Novan ,NOVN,Piper Jaffray,$11.00 ,$14.40 ,$18.10 ,64.55%,$3.40 ,$7.10 ,3,
9/21/2016,The Trade Desk ,TTD,Citigroup/ Jefferies/  RBC Capital Markets,$18.00 ,$28.75 ,$30.10 ,67.22%,$10.75 ,$12.10 ,3,
9/22/2016,CapStar Financial Holdings ,CSTR,"Keefe, Bruyette & Woods/ Sandler O’Neill + Partners, L.P",$15.00 ,$16.56 ,$15.90 ,6.00%,$1.56 ,$0.90 ,2,
9/22/2016,e.l.f. Beauty,ELF,J.P. Morgan/ Morgan Stanley,$17.00 ,$24.00 ,$26.50 ,55.88%,$7.00 ,$9.50 ,3,
9/23/2016,AC Immune SA ,ACIU,Credit Suisse/ Jefferies/ Leerink Partners ,$11.00 ,$14.11 ,$15.66 ,42.36%,$3.11 ,$4.66 ,3,
9/23/2016,Apptio,APTI,"Goldman, Sachs/ J.P. Morgan/ BofA Merrill Lynch",$16.00 ,$23.40 ,$22.50 ,40.63%,$7.40 ,$6.50 ,3,
9/23/2016,Gridsum ,GSUM,Goldman Sachs (Asia)/ Citigroup,$13.00 ,$15.25 ,$15.75 ,21.15%,$2.25 ,$2.75 ,2,
9/23/2016,Valvoline ,VVV,BofA Merrill Lynch/ Citigroup/ Morgan Stanley,$22.00 ,$24.10 ,$23.10 ,5.00%,$2.10 ,$1.10 ,3,
9/29/2016,Fulgent Genetics ,FLGT,Credit Suisse/ Jefferies,$9.00 ,$9.21 ,$9.18 ,2.00%,$0.21 ,$0.18 ,1,
9/29/2016,MedEquities Realty Trust ,MRT,FBR/ J.P. Morgan/ Citigroup/ KeyBanc Capital Markets,$12.00 ,$11.50 ,$11.59 ,-3.42%,($0.50),($0.41),1,
9/29/2016,Tabula Rasa HealthCare ,TRHC,Wells Fargo Securities/ UBS Investment Bank/ Piper Jaffray,$12.00 ,$14.70 ,$14.88 ,24.00%,$2.70 ,$2.88 ,3,
9/30/2016,Nutanix,NTNX,Goldman Sachs/ Morgan Stanley/ J.P. Morgan/ RBC Capital Markets,$16.00 ,$26.50 ,$37.00 ,131.25%,$10.50 ,$21.00 ,3,
10/6/2016,Advanced Disposal Services ,ADSW,Deutsche Bank Securities/ Credit Suisse/ Barclays,$18.00 ,$20.50 ,$20.00 ,11.11%,$2.50 ,$2.00 ,1,Missed
10/6/2016,AquaVenture Holdings ,WAAS,Citigroup/ Deutsche Bank Securities/ RBC Capital Markets,$18.00 ,$21.00 ,$21.95 ,21.94%,$3.00 ,$3.95 ,1,Missed
10/6/2016,Coupa Software ,COUP,Morgan Stanley/ J.P. Morgan/ Barclays/ RBC Capital Markets,$18.00 ,$35.00 ,$33.09 ,83.83%,$17.00 ,$15.09 ,3,
10/6/2016,Obalon Therapeutics ,OBLN,UBS Investment Bank/ Canaccord Genuity/ Stifel,$15.00 ,$15.21 ,$15.00 ,0.00%,$0.21 ,$0.00 ,1,
10/7/2016,Camping World Holdings ,CWH,Goldman Sachs/ J.P. Morgan,$22.00 ,$23.75 ,$22.50 ,2.27%,$1.75 ,$0.50 ,3,
10/7/2016,Everspin Technologies ,MRAM,Stifel/ Needham & Company,$8.00 ,$9.10 ,$8.02 ,0.25%,$1.10 ,$0.02 ,1,
10/11/2016,Avista Healthcare Public Acquisition (AHPAU) (u),AHPAU,Credit Suisse,$10.00 ,$9.82 ,$9.86 ,-1.40%,($0.18),($0.14),1,
10/11/2016,AzurRx BioPharma ,AZRX,WallachBeth Capital/ Network 1 Financial Securities,$5.50 ,$5.06 ,$4.98 ,-9.45%,($0.44),($0.52),1,
10/12/2016,Azure Power Global ,AZRE,Barclays/ Credit Suisse,$18.00 ,$16.12 ,$14.60 ,-18.89%,($1.88),($3.40),1,
10/12/2016,Extraction Oil & Gas ,XOG,Credit Suisse/ Barclays/ Goldman Sachs,$19.00 ,$22.75 ,$21.85 ,15.00%,$3.75 ,$2.85 ,2,
10/14/2016,Mammoth Energy Services ,TUSK,Credit Suisse/ Barclays/ Simmons & Company International (Energy Specialists of Piper Jaffray),$15.00 ,$13.66 ,$13.26 ,-11.60%,($1.34),($1.74),1,
10/19/2016,CRISPR Therapeutics AG ,CRSP,Citigroup/ Piper Jaffray/ Barclays,$14.00 ,$15.00 ,$14.09 ,0.64%,$1.00 ,$0.09 ,1,
10/20/2016,Forterra ,FRTA,Goldman Sachs/ Citigroup/ Credit Suisse,$18.00 ,$16.61 ,$16.50 ,-8.33%,($1.39),($1.50),1,
10/20/2016,iRhythm Technologies ,IRTC,J.P. Morgan/ Morgan Stanley,$17.00 ,$26.75 ,$26.05 ,53.24%,$9.75 ,$9.05 ,3,
10/26/2016,Ra Pharmaceuticals ,RARX,Credit Suisse/ Jefferies/ BMO Capital Markets,$13.00 ,$14.16 ,$13.00 ,0.00%,$1.16 ,$0.00 ,3,
10/27/2016,GTY Technology Holdings ,GTYHU,Citigroup,$10.00 ,$10.04 ,$10.05 ,0.50%,$0.04 ,$0.05 ,1,
10/27/2016,Myovant Sciences Ltd. ,MYOV,Citigroup/ Cowen and Company/ Evercore ISI/ Barclays,$15.00 ,$15.00 ,$13.26 ,-11.60%,$0.00 ,($1.74),2,Missed
10/27/2016,ZTO Express (Cayman) ,ZTO,Morgan Stanley/ Goldman Sachs (Asia),$19.50 ,$18.40 ,$16.57 ,-15.03%,($1.10),($2.93),3,Missed
10/28/2016,Acushnet Holdings ,GOLF,J.P. Morgan/ Morgan Stanley/ Nomura/ UBS Investment Bank,$17.00 ,$17.04 ,$17.95 ,5.59%,$0.04 ,$0.95 ,1,
10/28/2016,BlackLine ,BL,Goldman Sachs/ J.P. Morgan,$17.00 ,$24.52 ,$23.70 ,39.41%,$7.52 ,$6.70 ,3,
10/28/2016,Quantenna Communications ,QTNA,Morgan Stanley/ Barclays/ Deutsche Bank Securities,$16.00 ,$16.80 ,$15.50 ,-3.13%,$0.80 ,($0.50),2,
11/2/2016,GDS Holdings Ltd. ,GDS,Credit Suisse/ J.P. Morgan,$10.00 ,$10.00 ,$10.41 ,4.10%,$0.00 ,$0.41 ,2,
11/4/2016,Smart Sand ,SND,Credit Suisse/ GoldmanSachs,$11.00 ,$10.30 ,$10.99 ,-0.09%,($0.70),($0.01),2,
12/1/2016,Innovative Industrial Properties ,IIPR,Ladenburg Thalmann/ Compass Point,$20.00 ,$20.25 ,$19.15 ,-4.25%,$0.25 ,($0.85),1,
12/7/2016,Polar Power ,POLA,Roth Capital Partners/ Joseph Gunnar,$7.00 ,$7.55 ,$9.00 ,28.57%,$0.55 ,$2.00 ,1,
12/8/2016,SenesTech ,SNES,Roth Capital Partners,$8.00 ,$8.25 ,$8.16 ,2.00%,$0.25 ,$0.16 ,1,
12/9/2016,Athene Holding Ltd. ,ATH,Goldman Sachs/ Barclays/ Citigroup/ Wells Fargo Securities,$40.00 ,$43.56 ,$44.05 ,10.13%,$3.56 ,$4.05 ,1,Missed
12/9/2016,"Ichor Holdings, Ltd. ",ICHR,Deutsche Bank Securities/ Stifel,$9.00 ,$10.25 ,$9.77 ,8.56%,$1.25 ,$0.77 ,1,
12/14/2016,WildHorse Resource Development ,WRD,Barclays/ BofA Merrill Lynch/ BMO Capital Markets/ Citigroup/ Wells Fargo Securities,$15.00 ,$15.70 ,$15.06 ,0.40%,$0.70 ,$0.06 ,2,
12/16/2016,trivago N.V. ,TRVG,J.P. Morgan/ Goldman Sachs/ Morgan Stanley,$11.00 ,$11.20 ,$11.85 ,7.73%,$0.20 ,$0.85 ,2,
1/16/2015,Patriot National  ,PN,UBS Investment Bank/ BMO Capital Markets/ SunTrust Robinson Humphrey,$14.00 ,$13.49 ,$13.50 ,-3.57%,($0.51),($0.50),1,
1/27/2015,Zosano Pharma (ZSAN),ZSAN,Ladenburg Thalmann/ Roth Capital Partners,$11.00 ,$12.16 ,$11.10 ,0.91%,$1.16 ,$0.10 ,1,
1/28/2015,Ascendis Pharma A/S  ,ASND,BofA Merrill Lynch/ Leerink Partners,$18.00 ,$21.50 ,$18.83 ,4.61%,$3.50 ,$0.83 ,2,
1/29/2015,Entellus Medical ,ENTL,BofA Merrill Lynch/ Piper Jaffray,$17.00 ,$19.26 ,$22.00 ,29.41%,$2.26 ,$5.00 ,2,
1/29/2015,Flex Pharma  ,FLKS,Jefferies/ Piper Jaffray,$16.00 ,$19.00 ,$14.95 ,-6.56%,$3.00 ,($1.05),2,
1/29/2015,Presbia PLC ,LENS,Jefferies,$10.00 ,$9.25 ,$8.15 ,-18.50%,($0.75),($1.85),1,
1/30/2015,Avinger  ,AVGR,Canaccord Genuity/ Cowen,$13.00 ,$13.15 ,$13.50 ,3.85%,$0.15 ,$0.50 ,1,
1/30/2015,InfraREIT ,HIFR,BofA Merrill Lynch/ Citigroup,$23.00 ,$27.10 ,$26.60 ,15.65%,$4.10 ,$3.60 ,3,
1/30/2015,Spark Therapeutics ,ONCE,J.P. Morgan/ Credit Suisse,$23.00 ,$42.05 ,$50.00 ,117.39%,$19.05 ,$27.00 ,4,
1/30/2015,Tracon Pharmaceuticals ,TCON,Wells Fargo Securities/ Stifel,$10.00 ,$10.00 ,$9.40 ,-6.00%,$0.00 ,($0.60),1,
2/5/2015,Nexvet Biopharma plc ,NVET,BofA Merrill Lynch/ Cowen and Company,$10.00 ,$9.15 ,$8.88 ,-11.20%,($0.85),($1.12),1,
2/6/2015,Barington/Hilco Acquisition  ,BHACU,EarlyBirdCapital,$10.00 ,$10.00 ,$9.99 ,-0.10%,$0.00 ,($0.01),1,
2/6/2015,Columbia Pipeline Partners LP ,CPPL,Barclays/ Citigroup/ BofA Merrill Lynch/ Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ Wells Fargo Securities,$23.00 ,$28.00 ,$26.79 ,16.48%,$5.00 ,$3.79 ,3,
2/6/2015,Easterly Government Properties  (DEA),DEA,Citigroup/ Raymond James/ RBC Capital Markets,$15.00 ,$16.25 ,$15.50 ,3.33%,$1.25 ,$0.50 ,1,
2/10/2015,Avenue Financial  ,AVNU,"Keefe, Bruyette & Woods (A Stifel Company)",$11.00 ,$14.30 ,$11.85 ,7.73%,$3.30 ,$0.85 ,2,
2/12/2015,Inovalon Holdings ,INOV,Goldman Sachs/ Morgan Stanley/ Citigroup/ BofA Merrill Lynch/ UBS Investment Bank,$27.00 ,$33.16 ,$27.00 ,0.00%,$6.16 ,$0.00 ,3,
2/12/2015,Invitae  ,NVTA,J.P. Morgan,$16.00 ,$17.50 ,$17.05 ,6.56%,$1.50 ,$1.05 ,3,
2/13/2015,Bellerophon Therapeutics   ,BLPH,Leerink Partners/ Cowen and Company,$12.00 ,$10.00 ,$8.97 ,-25.25%,($2.00),($3.03),1,
2/13/2015,Eyegate Pharmaceuticals   ,EYEG,Aegis Capital Corp,$6.00 ,$6.00 ,$6.00 ,0.00%,$0.00 ,$0.00 ,1,
2/13/2015,Great Ajax  ,AJX,FBR/ Sterne Agee/ Nomura,$14.25 ,$14.25 ,$14.00 ,-1.75%,$0.00 ,($0.25),1,
2/13/2015,FinTech Acquisition ,FNTCU,Cantor Fitzgerald ,$10.00 ,$10.00 ,$10.00 ,0.00%,$0.00 ,$0.00 ,1,
2/18/2015,Inotek Pharmaceuticals  ,ITEK,Cowen and Company/ Piper Jaffray,$6.00 ,$6.10 ,$6.00 ,0.00%,$0.10 ,$0.00 ,1,
2/19/2015,Check-Cap Ltd. ,CHEKU,Chardan Capital Markets/ Maxim Group,$6.00 ,$6.00 ,$6.01 ,0.17%,$0.00 ,$0.01 ,1,
